id,label,message,date
subject179,0,No man estoy harto del frio,2021-06-08 02:34:00
subject179,0,Me gusta la lluvia calida,2021-06-08 02:35:00
subject179,0,What is your saying ?,2021-06-08 02:39:00
subject179,0,Hablemos y reflexionemos nosotros mismos,2021-06-10 06:32:00
subject179,0,Muy joven para estar despechada,2021-06-10 06:34:00
subject179,0,Es gay usted man ?,2021-06-10 06:36:00
subject179,0,Wtf y tiene que edad ?,2021-06-10 06:39:00
subject179,0,A bueno va mas o menos,2021-06-10 06:39:00
subject179,0,Y la unica despechada tambien,2021-06-10 06:44:00
subject179,0,Hahahhahah ya lo busco,2021-06-10 06:55:00
subject201,0,a mi me gusta pq dan cierta incertidumbre,2022-03-09 23:44:00
subject201,0,con modificadores y demas,2022-03-09 23:44:00
subject201,0,"hojas de personaje , habilidades",2022-03-09 23:44:00
subject201,0,D & D invento una nueva forma de juego,2022-03-09 23:44:00
subject201,0,pero ahora se usa el ordenador,2022-03-09 23:45:00
subject201,0,es mas sencillo que buscar gente q vayan a una casa,2022-03-09 23:45:00
subject201,0,"y las figuras no estan limitadas a las que vendan , en SL te lo creas tu",2022-03-09 23:45:00
subject201,0,"en fin me voy a la ducha y a la camita , que ya va siendo hora",2022-03-09 23:46:00
subject201,0,yo del Imperio Galáctico de Star Wars,2022-03-10 00:18:00
subject201,0,ahhh estuve en la isla de la palma viendo el Cumbre Vieja,2022-03-10 00:20:00
subject201,0,miraa eso lo grabe yo,2022-03-10 00:21:00
subject201,0,no hay pais en euskadi jajaja,2022-03-10 00:21:00
subject201,0,mira el volcan el 21 de octubre,2022-03-10 00:22:00
subject201,0,que pasada es algo precioso,2022-03-10 00:22:00
subject201,0,mira la ceniza volcanica cubriendo una pista de un colegio,2022-03-10 00:23:00
subject201,0,al final eres como yo,2022-03-10 00:23:00
subject201,0,noo soy de cordoba españa,2022-03-10 00:23:00
subject201,0,y donde vives ? ? en que isla ? ?,2022-03-10 00:24:00
subject201,0,uff las canarias son una pasada estuve ya en 4 pero me quedo con tenerife por turismo,2022-03-10 00:24:00
subject201,0,y con la palma por belleza,2022-03-10 00:24:00
subject201,0,"hola Bur , yo no ando , toy en el sofa * jijiji",2022-03-10 00:24:00
subject201,0,"no le chupes el culo ( expresion española para decir que el se lo pierde , que no vayas tras de el )",2022-03-10 00:32:00
subject201,0,yo como adoptada q soy ya me cure en salud con la familia,2022-03-10 00:32:00
subject201,0,q les den ... a los que me hacian eso yo pasaba de ell @s,2022-03-10 00:32:00
subject201,0,solo tengo relaciones con una tia y mis primas esas,2022-03-10 00:33:00
subject201,0,los demas para mi no son nada,2022-03-10 00:33:00
subject201,0,"no lo se , si crees q se olvido llamale",2022-03-10 00:33:00
subject201,0,no tienes nada que perder,2022-03-10 00:33:00
subject201,0,ahh entonces espera a mañana y llamale tu,2022-03-10 00:33:00
subject201,0,"pues si , si tienes contacto con el trata de no perderlo",2022-03-10 00:34:00
subject201,0,"y si te sientes solo bueno , mejor estar solo que mal acompañado . Es mas facil salir de la soledad q de las malas compañias , creeme",2022-03-10 00:35:00
subject201,0,salir de la soledad es ser algo extrovertido . No dudar en iniciar conversaciones alla donde estes,2022-03-10 00:35:00
subject201,0,"en la parada del bus , en la consulta del medico",2022-03-10 00:36:00
subject201,0,cualquier lugar es bueno para decirle hola a alguien,2022-03-10 00:36:00
subject201,0,yo relajarme tras el partido y una duchita caliente,2022-03-10 00:37:00
subject201,0,pero no he jugado eh ? ? jajaja,2022-03-10 00:37:00
subject201,0,lo vi por la tele,2022-03-10 00:39:00
subject201,0,bueno usando el movil pq es de pago y ...,2022-03-10 00:39:00
subject201,0,ah q tienes gas,2022-03-10 01:00:00
subject201,0,"pero gas o gases , pq no es lo mismo aunque sea parecido jijiji",2022-03-10 01:00:00
subject201,0,yo me voy a la cama que tengo poco mas de 5 h de sueño . Buenas noches,2022-03-10 01:08:00
subject201,0,buenas noches desde un remoto y olvidado rincon del Universo,2022-03-10 23:40:00
subject201,0,"yo si , de dia",2022-03-11 00:08:00
subject201,0,el sol me puede volatizar,2022-03-11 00:08:00
subject201,0,pero se debe trabajar para vivir y no al reves,2022-03-11 00:39:00
subject201,0,si tienes la sensacion de que vas a vivir para ganar dinero no lo hagas,2022-03-11 00:40:00
subject201,0,el tiempo es la verdadera riqueza,2022-03-11 00:40:00
subject201,0,se va y no vuelve,2022-03-11 00:40:00
subject201,0,no es nada raro . le pasa a mucha gente,2022-03-11 00:48:00
subject201,0,"pues aki esta diluviando , que falta hacia ya , pero deprime bastante",2022-03-11 16:01:00
subject201,0,"buenas . con 19 años tienes toda la vida por delante , empezar una carrera y tomar el camino que desees",2022-03-13 19:23:00
subject201,0,apenas has empezado a vivir,2022-03-13 19:24:00
subject201,0,"tampoco tienes mucho donde mirar atras , mas bien al reves",2022-03-13 19:24:00
subject201,0,"tienes ante ti el oceano de la vida , y eres un barco en puerto asi que navega",2022-03-13 19:24:00
subject201,0,si te gusta a por ello con todas tus fuerzas,2022-03-13 19:27:00
subject201,0,normal yo tengo 1 hijo y tampoco querria,2022-03-13 19:29:00
subject201,0,bastantes años como para saber de que va la pelicula de la vida,2022-03-13 19:29:00
subject201,0,pero no tantos como para poder seguir cagandola jajaj,2022-03-13 19:29:00
subject201,0,"yo mi consejo es q estudies si tienes capacidad y te gusta , y si tienes la oportunidad",2022-03-13 19:30:00
subject201,0,sobre irte a otro pais prefiero no decir nada,2022-03-13 19:30:00
subject201,0,no soy quien para decirte vete o quedate,2022-03-13 19:30:00
subject201,0,si no estas a gusto en casa y no tiene solucion entonces si me iba,2022-03-13 19:31:00
subject201,0,"pero si se puede arreglar , eres querido y demas , hay q plantearselo mucho",2022-03-13 19:31:00
subject201,0,"el viaje es caro y demas , y tendrías que ir y volver y todo eso o quedar aislado de lo que hoy es tu mundo , y construirte otro nuevo",2022-03-13 19:31:00
subject201,0,es una decision MUY importante,2022-03-13 19:32:00
subject201,0,nadie se va acompañado,2022-03-13 19:32:00
subject201,0,"nos vamos como vinimos , solitos",2022-03-13 19:32:00
subject201,0,prefiero morirme sin darme cuenta ni yo,2022-03-13 19:33:00
subject201,0,y sola a mal acompañada,2022-03-13 19:33:00
subject201,0,con 19 años no pienses en la muerte,2022-03-13 19:33:00
subject201,0,piensa en las chicas q te vas a ...,2022-03-13 19:34:00
subject201,0,o chicos ( nunca se sabe ),2022-03-13 19:34:00
subject201,0,mas dificil es lanzar un telescopio al espacio,2022-03-13 19:34:00
subject201,0,no se supongo que como todo,2022-03-13 19:35:00
subject201,0,"yo la vi primero con miedo y luego con rabia , al final con curiosidad ... pero no me querian asi que regrese un tiempo mas",2022-03-13 19:37:00
subject201,0,"Buenas . El problema es la gentecilla ( por no decir gentuza ) que te rodea . No merecen tenerte al lado y son ellos los que tienen un problema , no tú . Eres una flor en un campo de hierbas que no sirven para nada . Tú no mereces nada malo . Tu novio ese era un mierda del que tu cáncer te salvó . Lo que quiero decir es que gracias a esa enfermedad te libraste de alguien que no vale absolutamente nada . Lo mismo con todos los demás . A veces una enfermedad grave te aleja de las personas que NO valen ni para morirse . Ahora lo que tienes que hacer es luchar para vencer al cáncer ( yo tengo la suerte de haberlo logrado mediante un trasplante de hígado ) y pensar que si no hubiera sido por eso , igual te hubieras casado con ese mal nacido que te habría dejado tirada más adelante , tras robarte los mejores años de tu vida . Lucha , supera esa enfermedad y que todos vean que la rosa del jardín destaca sobre todos los hierbajos .",2022-03-14 11:54:00
subject201,0,si crees q te rechazan preguntaselo directamente y sal de dudas . Con los padres y familia tan cercana nada hay como hablar,2022-03-14 12:11:00
subject201,0,"Son sus padres . Mejor hablarlo antes que tomar semejante decision y quedar con la duda eterna del "" y si ... """,2022-03-14 12:25:00
subject201,0,el suicidio no arreglara nada,2022-03-14 12:25:00
subject201,0,pero a ver que ? ? no hay mas . El suicidio no sirve para nada,2022-03-14 12:27:00
subject201,0,"exacto , es egoismo , huir",2022-03-14 12:27:00
subject201,0,es quitarse de enmedio q es peor,2022-03-14 12:28:00
subject201,0,yo lo tengo claro . No me pienso matar por nada ni por nadie,2022-03-14 12:28:00
subject201,0,tengo 1 vida y no se si habra mas y no la kiero perder,2022-03-14 12:28:00
subject201,0,"kizas sea pq como casi me muero antes de mi trasplante , veo la vida de otro modo",2022-03-14 12:29:00
subject201,0,y el solo hecho de pensar en suicidarme me parece una barbaridad ademas de una tonteria,2022-03-14 12:29:00
subject201,0,"por eso digo , la vida es lo mejor q hay",2022-03-14 12:30:00
subject201,0,de cobardes no tiene nada . Hay q tener mucho valor para hacer algo asi,2022-03-14 12:30:00
subject201,0,"es una buena edad , equilibrio entre cuerpo y mente",2022-03-14 12:31:00
subject201,0,pones bien las tildes,2022-03-14 12:35:00
subject201,0,no te veo tan cateto,2022-03-14 12:35:00
subject201,0,donde vives ? ? tienes campo cerca ? ?,2022-03-14 12:35:00
subject201,0,lo digo porque por mi zona hay trabajo en la aceituna y sitios asi,2022-03-14 12:35:00
subject201,0,y pagan 50 euros por dia eh,2022-03-14 12:36:00
subject201,0,y no piden mas que que vayas,2022-03-14 12:36:00
subject201,0,la aceituna ya termino pero ahora estan con los esparragos y hay mucha gente que vive asi,2022-03-14 12:36:00
subject201,0,es mas no tienes q ir todos los dias,2022-03-14 12:36:00
subject201,0,te apuntas y el dia q no vayas no cobras y ya esta,2022-03-14 12:36:00
subject201,0,"no te has rendido porque estas aqui , buscando soluciones :)",2022-03-14 12:37:00
subject201,0,perdon tengo lio entre cocina y eso,2022-03-14 12:48:00
subject189,1,Tuviste un mal día,2021-08-02 03:54:00
subject189,1,Que te bajoneas de la nada,2021-08-02 03:55:00
subject189,1,O de la nada te da esa depresión,2021-08-02 03:55:00
subject189,1,Espero que te mejores broh : 3,2021-08-02 03:56:00
subject189,1,Es una forma de decir,2021-08-02 03:56:00
subject189,1,Se ve mí perfil ?,2021-08-02 03:58:00
subject189,1,Bueno yo estoy estudiando Para psicólogo,2021-08-02 03:59:00
subject189,1,Y entiendo masoene la depresión,2021-08-02 03:59:00
subject189,1,Por eso te pregunte si tuviste un mal día,2021-08-02 04:00:00
subject189,1,O quizás por lo general te sentís mal siempre,2021-08-02 04:00:00
subject189,1,Todos tienen una historia para contár,2021-08-02 04:25:00
subject189,1,Hoy me llegó la depresión más fuerte,2021-08-17 02:23:00
subject325,0,Y de q trata el juego : 3,2021-06-25 07:21:00
subject325,0,He no ve tanto anime,2021-06-25 07:37:00
subject325,0,Hola hermosa vida UwU,2021-07-22 09:26:00
subject325,0,Aw me imagino q era una increíble niña,2021-07-22 09:28:00
subject325,0,Debes dejar la depresión osea se q la extrañas pero tampoco te emborraches bro,2021-07-22 09:29:00
subject325,0,Pero ella tenía algo ?,2021-07-22 09:30:00
subject325,0,Ya pero tú esposa está bien ?,2021-07-22 09:31:00
subject325,0,Y cuantos años tenía tu niña ?,2021-07-22 09:33:00
subject325,0,Consigue a alguien más intenta hacer tu vida,2021-07-22 09:33:00
subject325,0,Pues yo acabo de llegar > : v,2021-07-22 09:34:00
subject325,0,Ay estaba re chiquita,2021-07-22 09:34:00
subject325,0,Pero puedes adoptar a una niña en los orfanatos hay muchas niñas q quieren un papá,2021-07-22 09:35:00
subject325,0,Pa cuando estaba viva seguramente,2021-07-22 09:36:00
subject325,0,Eso es muy bonito pero depre a la vez,2021-07-22 09:39:00
subject325,0,Pero tú tranquilo q la Aylin acá está y PS yo,2021-07-22 09:40:00
subject325,0,Desahogate eso está bien,2021-07-22 09:42:00
subject325,0,Haste una vida nueva deja el chupe y toma otras cosas q sean buenas,2021-07-22 09:43:00
subject325,0,A y dónde está ? .,2021-08-10 05:36:00
subject325,0,Hay q romántico UwU,2021-08-10 05:36:00
subject325,0,Nmms no y como te sientes,2021-08-10 05:36:00
subject325,0,Tu tranquila morra : c,2021-08-10 05:37:00
subject325,0,Y este quien es,2021-08-10 05:37:00
subject325,0,A soy mana os decirme tu nombre,2021-09-22 05:45:00
subject325,0,Mijo tienes 20 añitos yo 40 como te las vez anciano,2021-09-22 05:47:00
subject325,0,SIP o si no he vasta ve Hachi,2021-09-22 05:50:00
subject325,0,Es incómodo raro alguien q no sabe q pasa y está admirando eso sin decir ni una sola palabra,2021-09-22 14:50:00
subject325,0,Ve con un sicólogo o habla con alguien o toma algo ; - ;,2021-09-22 16:11:00
subject325,0,A estas leyendo eso,2021-09-22 16:13:00
subject325,0,Toma una pastilla o leche,2021-10-03 08:00:00
subject325,0,He no pero si,2021-10-03 08:02:00
subject325,0,Joder no se pero q sad,2021-10-03 08:04:00
subject325,0,Te woa a ayudar,2021-10-03 08:04:00
subject325,0,Si importa xq estás muy mal y acá estoy io para aiudar,2021-10-03 08:06:00
subject325,0,No wey tú ponte al ¹ ⁰ ⁰,2021-10-03 08:11:00
subject325,0,Ya no seas depre ponte feliz : 3,2021-10-03 08:12:00
subject325,0,Tomen una pastilla duerman y ya señores q les cuesta,2021-10-03 08:12:00
subject325,0,Hey no morro no,2021-10-03 08:13:00
subject325,0,A ps si no me contesta q quieres q haga pídele ayuda a tu amiga,2021-10-03 08:14:00
subject325,0,A pues hablando con personas sicólogos etc para mí corta edad he pasado x mucho y x eso ayudo a los demás,2021-10-03 08:17:00
subject325,0,Mira imagina q eres una mariposa y as a una flor y viene un águila y te agarra luego tú puedas en q ai acaba tu vida y luego la muerdes y te vas y ya : 3,2021-10-03 08:24:00
subject325,0,He que quieres q haga solo hay poca edad acá va tons cara sonriendo con sudor frío cara de por favor,2021-10-03 08:26:00
subject325,0,X lo menos soy una persona tranqui ; - ;,2021-10-03 08:27:00
subject325,0,No no puedo xq x lo q he notado soy la única q ya no tiene problema he intenta ayudar al q se ada muriendo de tristeza,2021-10-03 08:28:00
subject325,0,Vale si tú piensas eso yo no te llevaré la contraria va soy una persona demasiado pacifica para esto,2021-10-03 08:29:00
subject325,0,Soy positiva en casi todo lo q digo,2021-10-03 08:31:00
subject325,0,No definitivamente no la abra,2021-10-03 08:32:00
subject325,0,Pues ese es tu punto de vista y respeto eso,2021-10-03 08:33:00
subject325,0,Ay pues tampoco soy perfecta he,2021-10-03 08:34:00
subject325,0,No lo hise xq tú no lo haces,2021-10-03 08:34:00
subject325,0,No soy campesina gracias,2021-10-03 08:34:00
subject119,0,Aqui estamos y tu,2019-12-02 18:45:00
subject119,0,Aqui ... Conocer gente con la misma opinion Q mchs vcs la vid es injust Y hay pocas ganas ...,2019-12-02 19:17:00
subject119,0,Buenas una pregunta Gente de España Especialmente de madrid por aqui ?,2019-12-02 20:55:00
subject119,0,Que tal Como vamos,2019-12-04 11:44:00
subject119,0,Ha oki Tb ... Casita ... Relax,2019-12-04 11:44:00
subject119,0,Haaa algun plan para hoy ?,2019-12-04 11:46:00
subject119,0,Ha que bien Pues yo casita Entrenar un poco para desconectar ... Y despued casita,2019-12-04 11:48:00
subject119,0,Algo es algo cara sonriendo con gafas de sol,2019-12-04 11:50:00
subject119,0,cara sacando la lengua y guiñando un ojo cara con ojos cerrados y lengua fuera,2019-12-04 11:51:00
subject119,0,cara sacando la lengua y guiñando un ojo cara sacando la lengua y guiñando un ojo,2019-12-04 11:51:00
subject119,0,Hola a todo @s Y feliz dia símbolo de mareo símbolo de mareo símbolo de mareo,2019-12-05 11:08:00
subject119,0,Hola Pues de momento un poco de relax ... Ya veremos despues Y tu Planes ?,2019-12-11 11:20:00
subject119,0,Muybien Eso esta bien,2019-12-11 11:22:00
subject29,0,"Hola a todos , mi nombre es Juanma , sufrí depresión mayor durante dos largos años , y me prometí que cuando me recuperase intentaría ayudar a otras personas que estén pasando por ese infierno , si alguien necesita hablar estoy disponible por privado . Un saludo .",2022-04-20 00:29:00
subject29,0,"Yo he estado así , y se lo que es créeme , pero también te puedo asegurar que se cura , y que volverás a ser feliz , la cuestión es encontrar la ayuda que tú necesitas",2022-04-20 00:31:00
subject29,0,Yo probé de todo la verdad,2022-04-20 00:32:00
subject29,0,"Libros de autoayuda , psiquiatría , pase por varios psicólogos",2022-04-20 00:33:00
subject29,0,Cualquier cosa que me hiciera salir de eso,2022-04-20 00:33:00
subject29,0,Y la verdad es que tras buscar en varios médicos di con uno que justamente me recetó varios medicamentos que si fueron un cambio para mi,2022-04-20 00:34:00
subject29,0,Sinceramente yo estoy convencido que no es un tema de voluntad,2022-04-20 00:34:00
subject29,0,"Nuestro cerebro , es química , y si no tenemos un equilibrio entre serotonina etc etc , enfermamos",2022-04-20 00:35:00
subject29,0,"Yo solo puedo hablar de mi experiencia personal , porque no soy un profesional",2022-04-20 00:36:00
subject29,0,"Pero en mi caso yo me veía en un callejón sin salida , porque nada ni nadie me podía ayudar",2022-04-20 00:36:00
subject29,0,"De hecho los psicólogos , incluso se hartaban de mi",2022-04-20 00:37:00
subject29,0,Pues en mi caso fue medicación,2022-04-20 00:37:00
subject29,0,"Quiero decir , probé muchos antidepresivos",2022-04-20 00:37:00
subject29,0,"Yo estaba muy desesperado realmente , era una depresión muy grande",2022-04-20 00:38:00
subject29,0,"Pues ciertamente , creo que me ayudaron algo si , a veces aún recuerdo frases que en ese momento no les daba importancia , pero ciertamente se me han quedado en la memoria",2022-04-20 00:39:00
subject29,0,Pero vamos sinceramente sin medicación dudo que hubiese salido,2022-04-20 00:39:00
subject29,0,"Como he dicho , simplemente quiero hacer saber , aunque suene a tópico , que por muy profunda que sea la depresión , al final se cura , pero hay que aguantar el sufrimiento",2022-04-20 00:40:00
subject29,0,"Realmente depende de uno mismo al final , aunque tengas apoyo de los demás , y además mucha gente no entiende realmente lo que es una depresión",2022-04-20 00:41:00
subject29,0,"Yo tengo claro que no pienso caer de nuevo ahí , o por lo menos lo intentaré",2022-04-20 00:41:00
subject29,0,Llevo ya 7 años desde que me cure y de momento llevo una vida normal,2022-04-20 00:42:00
subject29,0,"Pues amigo el pasado no sirve para nada , excepto para aprender",2022-04-20 00:43:00
subject29,0,"Para eso primero hay que estar bien , y tener claro que aunque haya adversidades en la vida , hay que luchar por vivir lo mejor posible , realmente el sufrimiento es un sentimiento inútil , no sirve para nada . No digo que estés feliz todo el tiempo porque obviamente la vida nos da palos , pero se trata de intentar centrarte en las cosas buena de la vida , como las buenas personas que te rodean",2022-04-20 00:46:00
subject29,0,"Claro que sí , yo me pasaba el día en la cama , sin comer , y durmiendo para no estar despierto y no tener que vivir la realidad que me tocaba vivir",2022-04-20 00:48:00
subject29,0,"De hecho recuerdo un detalle , y es que el único momento del día , en el que me sentía bien , era justamente al despertar , porque aún no era consciente de mi realidad , ese periodo en el que aún estás despertando ... después me volvía a acordar y solo quería morirme",2022-04-20 00:49:00
subject29,0,"Ya os digo que yo estaba muy mal , y sin embargo me cure , y como digo , medicación",2022-04-20 00:50:00
subject29,0,"Claro que sí , la vida aunque sea dura , merece la pena vivirla",2022-04-20 00:52:00
subject29,0,"Yo ahora tengo dos hijos pequeños , y cada día que veo a mi niña pequeña jugando y poder darle un abrazo , pienso que me hubiese perdido todo esto si me hubiera rendido",2022-04-20 00:57:00
subject29,0,"Siempre hay que buscar ayuda , y si ves que algo no te funciona seguir buscando por otro lado , teniendo en cuenta que estas cosas requieren un mínimo de tiempo para que sanen claro",2022-04-20 01:04:00
subject29,0,"No conozco tu caso , pero creo que a veces nos autoexigimos demasiado , al final se trata de buscar la felicidad , y no hace falta llegar a triunfar en x Campos , sino a poder ser feliz con lo que uno tiene",2022-04-20 01:06:00
subject29,0,"Cuando las cosas no salen bien , es normal sentirse mal , lo importante es aprender que no todo es malo , y que las cosas también mejoran",2022-04-20 01:08:00
subject29,0,"La vida son etapas , y te pasarán cosas malas es inevitable , una muerte de alguien cercano , un accidente etc . Pero también habrá cosas buenas , y esa es la cuestión , hay que aprender a superar esos malos momentos y vivir siendo lo más felizmente que se pueda",2022-04-20 01:10:00
subject29,0,"Como ha dicho may , hay que buscar ayuda de un especialista",2022-04-20 01:11:00
subject29,0,"Hemos estado en el mismo punto que tú , busca ayuda porque alguien podrá ayudarte",2022-04-20 01:17:00
subject29,0,"Exacto , y una vez os cureis , seréis más fuertes porque una experiencia así fortalece",2022-04-20 01:24:00
subject29,0,Yo igual ... y a caballo ya es que no lo he hecho nunca,2022-04-20 23:21:00
subject29,0,"Haces bien , yo no me fío de nada que duerma de pie",2022-04-20 23:23:00
subject29,0,"Para nada , simplemente estas buscando ayuda porque te sientes muy mal y por ti misma no te ves capaz de salir , buscar ayuda es lo mejor que puedes hacer",2022-04-25 01:02:00
subject29,0,"Yo quise cuando estuve fatal , y no pude porque era carísimo , si tenéis oportunidad de ir a un sitio donde os ayuden , bienvenido sea .",2022-04-25 01:05:00
subject29,0,"Yo si no llega a ser por la medicación no creo que me hubiese curado , o hubiese tardado mucho más",2022-04-25 01:07:00
subject29,0,Mi perspectiva es que la depresión mayor hay que medicarse si o sí,2022-04-25 01:08:00
subject29,0,"Para nada tío , yo la use dos años , me cure y nunca más me ha hecho falta , de eso hace ya 6 años",2022-04-25 01:08:00
subject29,0,"Ojo yo hablo de mi experiencia , no soy médico",2022-04-25 01:09:00
subject316,0,Yo hablo español soy de México,2022-01-20 02:33:00
subject316,0,Pues ve a twittear,2022-01-20 02:41:00
subject316,0,Sale vale señal de aprobación con la mano,2022-01-20 02:42:00
subject316,0,"Es Yanin Hdez , osea Yanin Hernández",2022-01-20 02:43:00
subject316,0,Mi segundo nombre es Yoalibet,2022-01-20 02:43:00
subject316,0,Que triste lo que cuentan la verdad,2022-01-20 02:45:00
subject316,0,A qui en mi país le dicen albañiles,2022-01-20 02:53:00
subject316,0,Yo soy de Culiacán Sinaloa México,2022-01-20 02:54:00
subject316,0,corazón azul corazón azul,2022-01-20 02:54:00
subject316,0,Wowo aquí las 1:13 de la tarde,2022-01-20 21:14:00
subject316,0,"E yo si , ya voy por la 3era",2022-01-20 22:38:00
subject316,0,Y si por qué puede que te haga mal efecto o tipo asi,2022-01-20 23:01:00
subject245,0,She is a maniaaaac,2021-04-01 10:02:00
subject245,0,Pues a comer ingles,2021-04-01 10:02:00
subject245,0,Si porque ya toca tantas desgracias,2021-04-01 10:03:00
subject245,0,píldora,2021-04-01 10:08:00
subject245,0,Estoy viendo la luz,2021-04-01 10:08:00
subject245,0,La luz al final del tunel,2021-04-01 10:09:00
subject245,0,Yo en mi casa,2021-04-01 10:09:00
subject245,0,Y ponerme muy Moreno,2021-04-01 10:11:00
subject245,0,La verdad que algo palido si,2021-04-01 10:12:00
subject245,0,Tengo el brazo fino,2021-04-01 10:13:00
subject245,0,Me comere a mi abuela,2021-04-01 10:16:00
subject245,0,Yote doy los mios,2021-04-01 10:16:00
subject245,0,"No mola todo blanco , moreno es lo mejor",2021-04-01 10:17:00
subject245,0,Le haria el amor,2021-04-01 10:20:00
subject245,0,Que tren tan sexy,2021-04-01 10:20:00
subject245,0,Se me antojan unas drogas,2021-04-01 10:26:00
subject245,0,Parece un chocho gigante,2021-04-01 10:28:00
subject245,0,Me encanta comer mejillon,2021-04-01 10:46:00
subject245,0,Yo a base de mcdonalds,2021-04-01 10:47:00
subject245,0,Hamburguesas de un euro,2021-04-01 10:47:00
subject245,0,Vivo con mis tres yos,2021-04-01 10:48:00
subject245,0,Pepe Violeta y yo,2021-04-01 10:49:00
subject245,0,Seria un placer ser atropelllado por ese rren,2021-04-01 10:50:00
subject245,0,El cerebro se desconecta,2021-04-01 10:51:00
subject245,0,Y no se entera uno,2021-04-01 10:51:00
subject245,0,Le metp un pisoton,2021-04-01 10:52:00
subject245,0,Que lo convierto en moto,2021-04-01 10:52:00
subject245,0,Te irrita oir a la gente hablar ?,2021-04-01 10:54:00
subject245,0,Yo me ire a la farmacia,2021-04-01 10:56:00
subject245,0,Como mola el avion,2021-04-01 10:57:00
subject328,0,Mejor ahora que estás vos,2020-03-07 05:51:00
subject328,0,"Es que en mi país ( ARGENTINA ) , "" we "" es una EXPRESIÓN 🤷🏻‍♂ cara de confusión cara con mano sobre la boca",2020-03-07 05:52:00
subject328,0,Jmm bueno corazón rojo,2020-03-07 05:54:00
subject328,0,"Sii yo también , alto sueño encima",2020-03-07 05:54:00
subject328,0,"Bien , y vooss como estás ? ?",2020-03-07 05:56:00
subject328,0,cara sonriendo con los ojos cerrados 🤦🏻‍♂,2020-03-07 06:05:00
subject328,0,De agua cara con mano sobre la boca cara sonriendo con los ojos cerrados,2020-03-07 06:05:00
subject328,0,Qué oondaa ? ? ? estoy re aburriidoooo ! ! !,2020-03-08 03:04:00
subject328,0,"No , porque le crece la nariz cuándo miente",2020-03-08 03:05:00
subject328,0,Ahre cara con mano sobre la boca,2020-03-08 03:05:00
