@relation IberLef-Challenge
@attribute 'claseValue' {0,1}
@attribute 'textValue' string
@data
0,"Son sus padres . Mejor hablarlo antes que tomar semejante decision y quedar con la duda eterna del ' y si ... '"
0,"el suicidio no arreglara nada"
0,"pero a ver que ? ? no hay mas . El suicidio no sirve para nada"
0,"exacto , es egoismo , huir"
0,"es quitarse de enmedio q es peor"
0,"yo lo tengo claro . No me pienso matar por nada ni por nadie"
0,"tengo 1 vida y no se si habra mas y no la kiero perder"
0,"kizas sea pq como casi me muero antes de mi trasplante , veo la vida de otro modo"
0,"y el solo hecho de pensar en suicidarme me parece una barbaridad ademas de una tonteria"
0,"por eso digo , la vida es lo mejor q hay"
0,"de cobardes no tiene nada . Hay q tener mucho valor para hacer algo asi"
0,"es una buena edad , equilibrio entre cuerpo y mente"
0,"pones bien las tildes"
0,"no te veo tan cateto"
0,"donde vives ? ? tienes campo cerca ? ?"
0,"lo digo porque por mi zona hay trabajo en la aceituna y sitios asi"
0,"y pagan 50 euros por dia eh"
0,"y no piden mas que que vayas"
0,"la aceituna ya termino pero ahora estan con los esparragos y hay mucha gente que vive asi"
0,"es mas no tienes q ir todos los dias"
0,"te apuntas y el dia q no vayas no cobras y ya esta"
0,"no te has rendido porque estas aqui , buscando soluciones :)"
0,"perdon tengo lio entre cocina y eso"
1,"Tuviste un mal día"
1,"Que te bajoneas de la nada"
1,"O de la nada te da esa depresión"
1,"Espero que te mejores broh : 3"
1,"Es una forma de decir"
1,"Se ve mí perfil ?"
1,"Bueno yo estoy estudiando Para psicólogo"
1,"Y entiendo masoene la depresión"
1,"Por eso te pregunte si tuviste un mal día"
1,"O quizás por lo general te sentís mal siempre"
1,"Todos tienen una historia para contár"
1,"Hoy me llegó la depresión más fuerte"
0,"Y de q trata el juego : 3"
0,"He no ve tanto anime"
0,"Hola hermosa vida UwU"
0,"Aw me imagino q era una increíble niña"
0,"Debes dejar la depresión osea se q la extrañas pero tampoco te emborraches bro"
0,"Pero ella tenía algo ?"
0,"Ya pero tú esposa está bien ?"
0,"Y cuantos años tenía tu niña ?"
0,"Consigue a alguien más intenta hacer tu vida"
0,"Pues yo acabo de llegar > : v"
0,"Ay estaba re chiquita"
0,"Pero puedes adoptar a una niña en los orfanatos hay muchas niñas q quieren un papá"
0,"Pa cuando estaba viva seguramente"
0,"Eso es muy bonito pero depre a la vez"
0,"Pero tú tranquilo q la Aylin acá está y PS yo"
0,"Desahogate eso está bien"
0,"Haste una vida nueva deja el chupe y toma otras cosas q sean buenas"
0,"A y dónde está ? ."
0,"Hay q romántico UwU"
0,"Nmms no y como te sientes"
0,"Tu tranquila morra : c"
0,"Y este quien es"
0,"A soy mana os decirme tu nombre"
0,"Mijo tienes 20 añitos yo 40 como te las vez anciano"
0,"SIP o si no he vasta ve Hachi"
0,"Es incómodo raro alguien q no sabe q pasa y está admirando eso sin decir ni una sola palabra"
0,"Ve con un sicólogo o habla con alguien o toma algo ; - ;"
0,"A estas leyendo eso"
0,"Toma una pastilla o leche"
0,"He no pero si"
0,"Joder no se pero q sad"
0,"Te woa a ayudar"
0,"Si importa xq estás muy mal y acá estoy io para aiudar"
0,"No wey tú ponte al ¹ ⁰ ⁰"
0,"Ya no seas depre ponte feliz : 3"
0,"Tomen una pastilla duerman y ya señores q les cuesta"
0,"Hey no morro no"
0,"A ps si no me contesta q quieres q haga pídele ayuda a tu amiga"
0,"A pues hablando con personas sicólogos etc para mí corta edad he pasado x mucho y x eso ayudo a los demás"
0,"Mira imagina q eres una mariposa y as a una flor y viene un águila y te agarra luego tú puedas en q ai acaba tu vida y luego la muerdes y te vas y ya : 3"
0,"He que quieres q haga solo hay poca edad acá va tons cara_sonriendo con sudor frío cara_de_por_favor"
0,"X lo menos soy una persona tranqui ; - ;"
0,"No no puedo xq x lo q he notado soy la única q ya no tiene problema he intenta ayudar al q se ada muriendo de tristeza"
0,"Vale si tú piensas eso yo no te llevaré la contraria va soy una persona demasiado pacifica para esto"
0,"Soy positiva en casi todo lo q digo"
0,"No definitivamente no la abra"
0,"Pues ese es tu punto de vista y respeto eso"
0,"Ay pues tampoco soy perfecta he"
0,"No lo hise xq tú no lo haces"
0,"No soy campesina gracias"
0,"Aqui estamos y tu"
0,"Aqui ... Conocer gente con la misma opinion Q mchs vcs la vid es injust Y hay pocas ganas ..."
0,"Buenas una pregunta Gente de España Especialmente de madrid por aqui ?"
0,"Que tal Como vamos"
0,"Ha oki Tb ... Casita ... Relax"
0,"Haaa algun plan para hoy ?"
0,"Ha que bien Pues yo casita Entrenar un poco para desconectar ... Y despued casita"
0,"Algo es algo cara_sonriendo con gafas de sol"
0,"cara_sacando_la_lengua y guiñando un ojo cara_con_ojos_cerrados_y_lengua_fuera"
0,"cara_sacando_la_lengua y guiñando un ojo cara_sacando_la_lengua y guiñando un ojo"
0,"Hola a todo @s Y feliz dia símbolo de mareo símbolo de mareo símbolo de mareo"
0,"Hola Pues de momento un poco de relax ... Ya veremos despues Y tu Planes ?"
0,"Muybien Eso esta bien"
0,"Hola a todos , mi nombre es Juanma , sufrí depresión mayor durante dos largos años , y me prometí que cuando me recuperase intentaría ayudar a otras personas que estén pasando por ese infierno , si alguien necesita hablar estoy disponible por privado . Un saludo ."
0,"Yo he estado así , y se lo que es créeme , pero también te puedo asegurar que se cura , y que volverás a ser feliz , la cuestión es encontrar la ayuda que tú necesitas"
0,"Yo probé de todo la verdad"
0,"Libros de autoayuda , psiquiatría , pase por varios psicólogos"
0,"Cualquier cosa que me hiciera salir de eso"
0,"Y la verdad es que tras buscar en varios médicos di con uno que justamente me recetó varios medicamentos que si fueron un cambio para mi"
0,"Sinceramente yo estoy convencido que no es un tema de voluntad"
0,"Nuestro cerebro , es química , y si no tenemos un equilibrio entre serotonina etc etc , enfermamos"
0,"Yo solo puedo hablar de mi experiencia personal , porque no soy un profesional"
0,"Pero en mi caso yo me veía en un callejón sin salida , porque nada ni nadie me podía ayudar"
0,"De hecho los psicólogos , incluso se hartaban de mi"
0,"Pues en mi caso fue medicación"
0,"Quiero decir , probé muchos antidepresivos"
0,"Yo estaba muy desesperado realmente , era una depresión muy grande"
0,"Pues ciertamente , creo que me ayudaron algo si , a veces aún recuerdo frases que en ese momento no les daba importancia , pero ciertamente se me han quedado en la memoria"
0,"Pero vamos sinceramente sin medicación dudo que hubiese salido"
0,"Como he dicho , simplemente quiero hacer saber , aunque suene a tópico , que por muy profunda que sea la depresión , al final se cura , pero hay que aguantar el sufrimiento"
0,"Realmente depende de uno mismo al final , aunque tengas apoyo de los demás , y además mucha gente no entiende realmente lo que es una depresión"
0,"Yo tengo claro que no pienso caer de nuevo ahí , o por lo menos lo intentaré"
0,"Llevo ya 7 años desde que me cure y de momento llevo una vida normal"
0,"Pues amigo el pasado no sirve para nada , excepto para aprender"
0,"Para eso primero hay que estar bien , y tener claro que aunque haya adversidades en la vida , hay que luchar por vivir lo mejor posible , realmente el sufrimiento es un sentimiento inútil , no sirve para nada . No digo que estés feliz todo el tiempo porque obviamente la vida nos da palos , pero se trata de intentar centrarte en las cosas buena de la vida , como las buenas personas que te rodean"
0,"Claro que sí , yo me pasaba el día en la cama , sin comer , y durmiendo para no estar despierto y no tener que vivir la realidad que me tocaba vivir"
0,"De hecho recuerdo un detalle , y es que el único momento del día , en el que me sentía bien , era justamente al despertar , porque aún no era consciente de mi realidad , ese periodo en el que aún estás despertando ... después me volvía a acordar y solo quería morirme"
0,"Ya os digo que yo estaba muy mal , y sin embargo me cure , y como digo , medicación"
0,"Claro que sí , la vida aunque sea dura , merece la pena vivirla"
0,"Yo ahora tengo dos hijos pequeños , y cada día que veo a mi niña pequeña jugando y poder darle un abrazo , pienso que me hubiese perdido todo esto si me hubiera rendido"
0,"Siempre hay que buscar ayuda , y si ves que algo no te funciona seguir buscando por otro lado , teniendo en cuenta que estas cosas requieren un mínimo de tiempo para que sanen claro"
0,"No conozco tu caso , pero creo que a veces nos autoexigimos demasiado , al final se trata de buscar la felicidad , y no hace falta llegar a triunfar en x Campos , sino a poder ser feliz con lo que uno tiene"
0,"Cuando las cosas no salen bien , es normal sentirse mal , lo importante es aprender que no todo es malo , y que las cosas también mejoran"
0,"La vida son etapas , y te pasarán cosas malas es inevitable , una muerte de alguien cercano , un accidente etc . Pero también habrá cosas buenas , y esa es la cuestión , hay que aprender a superar esos malos momentos y vivir siendo lo más felizmente que se pueda"
0,"Como ha dicho may , hay que buscar ayuda de un especialista"
0,"Hemos estado en el mismo punto que tú , busca ayuda porque alguien podrá ayudarte"
0,"Exacto , y una vez os cureis , seréis más fuertes porque una experiencia así fortalece"
0,"Yo igual ... y a caballo ya es que no lo he hecho nunca"
0,"Haces bien , yo no me fío de nada que duerma de pie"
0,"Para nada , simplemente estas buscando ayuda porque te sientes muy mal y por ti misma no te ves capaz de salir , buscar ayuda es lo mejor que puedes hacer"
0,"Yo quise cuando estuve fatal , y no pude porque era carísimo , si tenéis oportunidad de ir a un sitio donde os ayuden , bienvenido sea ."
0,"Yo si no llega a ser por la medicación no creo que me hubiese curado , o hubiese tardado mucho más"
0,"Mi perspectiva es que la depresión mayor hay que medicarse si o sí"
0,"Para nada tío , yo la use dos años , me cure y nunca más me ha hecho falta , de eso hace ya 6 años"
0,"Ojo yo hablo de mi experiencia , no soy médico"
0,"Yo hablo español soy de México"
0,"Pues ve a twittear"
0,"Sale vale señal_de_aprobación_con_la_mano"
0,"Es Yanin Hdez , osea Yanin Hernández"
0,"Mi segundo nombre es Yoalibet"
0,"Que triste lo que cuentan la verdad"
0,"A qui en mi país le dicen albañiles"
0,"Yo soy de Culiacán Sinaloa México"
0,"corazón_azul corazón_azul"
0,"Wowo aquí las 1:13 de la tarde"
0,"E yo si , ya voy por la 3era"
0,"Y si por qué puede que te haga mal efecto o tipo asi"
0,"She is a maniaaaac"
0,"Pues a comer ingles"
0,"Si porque ya toca tantas desgracias"
0,"píldora"
0,"Estoy viendo la luz"
0,"La luz al final del tunel"
0,"Yo en mi casa"
0,"Y ponerme muy Moreno"
0,"La verdad que algo palido si"
0,"Tengo el brazo fino"
0,"Me comere a mi abuela"
0,"Yote doy los mios"
0,"No mola todo blanco , moreno es lo mejor"
0,"Le haria el amor"
0,"Que tren tan sexy"
0,"Se me antojan unas drogas"
0,"Parece un chocho gigante"
0,"Me encanta comer mejillon"
0,"Yo a base de mcdonalds"
0,"Hamburguesas de un euro"
0,"Vivo con mis tres yos"
0,"Pepe Violeta y yo"
0,"Seria un placer ser atropelllado por ese rren"
0,"El cerebro se desconecta"
0,"Y no se entera uno"
0,"Le metp un pisoton"
0,"Que lo convierto en moto"
0,"Te irrita oir a la gente hablar ?"
0,"Yo me ire a la farmacia"
0,"Como mola el avion"
0,"Mejor ahora que estás vos"
0,"Es que en mi país ( ARGENTINA ) , ' we ' es una EXPRESIÓN 🤷🏻‍♂ cara_de_confusión cara_con_mano_sobre_la_boca"
0,"Jmm bueno corazón_rojo"
0,"Sii yo también , alto sueño encima"
0,"Bien , y vooss como estás ? ?"
0,"cara_sonriendo con los ojos cerrados 🤦🏻‍♂"
0,"De agua cara_con_mano_sobre_la_boca cara_sonriendo con los ojos cerrados"
0,"Qué oondaa ? ? ? estoy re aburriidoooo ! ! !"
0,"No , porque le crece la nariz cuándo miente"
0,"Ahre cara_con_mano_sobre_la_boca"
0,"Gracias a Dios a mi no me rajaron"
0,"Ahh bueno cara_de_por_favor corazón_rojo"
0,"Si gusta de vos te felicito te juro corazón_rojo cara_de_por_favor"
0,"Eso ya es sad corazón_roto cara_de_por_favor"
0,"Aahhjjjh que liindoooo cara_de_por_favor ... ¿ porqué no me pasa ? corazón_roto"
0,"( XD ) ahre corazón_roto"
0,"Bueno , el novio dejalo ahí , ya fue , si no es nada tuyo ... si fuera algo tuyo vas a quedar como un buitre águila ahre"
0,"Bueno , pero entonces intenta enamorarla vos , el novio que se joda ah"
0,"Si el novio no es nada de el"
0,"Qué caloorrrr que teengoooo Dioosssss no aguanto más jaja"
0,"🤦🏻‍♂ cara_con_calor corazón_roto"
0,"Te ahoga el calor"
0,"Porque va a ser ?"
0,"Panamá ? ? ojos"
0,"cara_con_mano_sobre_la_boca cara_de_alivio"
0,"Creo que yo soy la ÚNICA persona en el universo que va a morir virgen ... corazón_roto"
0,"Por lo menos ustedes : SUPONGO que tuvieron muchas relaciónes cercanas , no como yo.Yo tuve como 7 novias y la mayoría fueron a distancia , 1 sola nomas la pude sentir y tener cerca mío , que encima duramos 1 mes y medio nomás ... CREO jaja , soy alto fracaso , re tirado , y encima no me mira NADIE ... DESEO SER LINDO cara_sonriendo con los ojos cerrados cara_de_por_favor corazón_roto ..."
0,"Yo voy a cumplir 16 el ' 30 DE ABRIL '"
0,"Yo , la mayoría también , de distancia del mismo país ojos cara_de_confusión"
0,"Re pioola cara_de_confusión corazón_rojo"
0,"Al menos tienen suerte jaja , yo moriré virgen y sólo"
0,"cara_sonriendo con los ojos cerrados cara_de_por_favor corazón_roto"
0,"Jm no lo se cara_de_confusión cara_de_por_favor"
0,"Eso estoy esperando jaja cara_de_confusión"
0,"Holaa ? ? ? cara_de_confusión cara_de_por_favor corazón_roto"
0,"No , me llena la memoria ahre"
1,"Soy nuevo en este grupo no sé muy bien cómo funciona . Lo encontré noor casualidad"
1,"Yo solo buscaba alguien con quien hablar ... No se si es el sitio indicado"
1,"Que problema hay con la Biblia ?"
1,"Si con la Biblia"
1,"Ah genial porque yo soy ateo ... cara_guiñando_el_ojo"
1,"Ya veo que aquí Angie es la estrella"
1,"Y los demás no tienen nada que decir ?"
1,"No creo demasiado en los consejos sabios"
1,"Yo pensaba que aquí uno se podría expresar y escuchar a todo el mundo"
1,"No sólo a Angie"
1,"( con todos los respetos Angie )"
1,"No tengo ningún inconveniente en escuchar cada palabra que salga de Angie . Pero seguro que hay más gente que puede aportar algo"
1,"Los rodeos me gustan la verdaf"
1,"Es un poco el camino tortuoso para llegar a donde quieres"
1,"Los caminos fáciles nuncae resultaron atractivos"
1,"Depende de a quien y cuanfo"
1,"Que rodeos te dan cuando vas al hospital ?"
1,"Ahi pocos rodeos dan"
1,"Te tendrán que preguntar para saber de dónde viene lo que tienes si es que lo tienes ... para descartar posibilidades"
1,"No siempre las pruebas son definitivas y dependen del contexto"
1,"Puedo darte muchos ejemplos"
1,"No creo que excepto en determinados casos aislados los sanitarios sean sádicos no que sea su intención"
1,"Claro que hay de todo"
1,"Ser sanitario no te quita que seas otras cosas . No es prueba de santidad"
1,"He visto muchas cosas ... Soy sanitario"
1,"Y me parece algo asqueroso"
1,"Si ... Y hasta lo puedo comprender ... quiero decir logro ponerme en su lugar"
1,"En el sentido de la presión que sufres viendo morir a gente sin que nadie haga nada ... Como una válvula de descarga totalmente inadecuada . No lo comparto"
1,"Hay otras formas de descargar esa enorme presión"
1,"Empatizar no es igual a estar de acierdo"
1,"Pero esO no es culpa de los sanitarios"
1,"Es culpa de los políticos y sus cargos como gerencias"
1,"Que va ... y lo digo de corazón . Nosotros los que estamos a pie de paciente no tenemos nada que ver con eso . Son 2 mundos totalmente separados"
1,"Excepto en los altos cargos"
1,"Exactamente . Son 2 niveles distintos"
1,"Aunque es verdad que estos meses me han dado un poco la puntilla"
1,"Ver morir a gente abandonada por la sociedad porque el supuesto estado del bienestar es una falacia no ha ayudado"
1,"Pero cuando ya tienes pensamientos propios previos ha sido un poco todo"
1,"Por eso digo supuesto"
1,"Te sientes solo y no tienes a nadie a quien explicarle esto porque no sabes con quién . Porque todo está tan tremendamente politizado y polarizado que enfadarias analguien"
1,"Tus amigos no entienden por lo que estás pasando y te encuentras de repente solo . Tan solo que te dan ganas de llorar"
1,"No sabes dónde ir ni a quien pedir ayuda porque ni siquiera sabes que tipo de ayuda necesitas"
1,"Y un día te sorprendes pensando de repente que a lo mejor lo mejor sería acabar con todo de una puta vez"
1,"Pero estoy asustado de verdad . Tengo miedo . Porque nunca lo había visto tan claro . La solución a dejar de luchar contra mí mismo y los demás"
1,"No me veo con fuerzas de volver a trabajar y ver tragedias otra vez y sufrirlas como si fueran mías"
0,"Marga de qué trabajas"
0,"A lo mejor estudiar unas opos , o simplemente irte y buscar trabajos de lo que sea mientras"
0,"Suele pasar cara_neutral cara_decepcionada"
0,"A todos nos cuesta , sobre todo si eres hipersensible"
0,"No sabes cómo te admiro tío"
0,"Yo tengo depresión crónica con trastorno de ansiedad"
0,"Lo importante es que no creas que eres rara y esas cosas . Lo que necesitas es dar con personas afines a ti , y con ellas te soltarás"
0,"¿ No hay algún centro social que pueda prestarte ayuda ?"
0,"Puff , si has hecho todo lo que dices vas a salir de donde sea"
0,"Por qué no te vas de allí"
0,"Y a veces tampoco"
0,"Guapi , cuando quieras aquí estoy , me puedes hablar por privado y de todo . Muchísimo ánimo , máquina"
0,"Aquí tienes una red de apoyo muy buena , hay gente genial"
0,"Sobre todo lucha todo lo que puedas"
0,"Y no te dejes vencer , de a poco"
0,"Ajajajjaja , qué cuqui eres"
0,"¿ Te sientes muy mal hoy ?"
0,"¿ Te agobias con la gente ?"
0,"Juas , ni idea de que eso existía"
0,"Neni , eres muy joven"
0,"A mí me pasaba con tu edad y no voy a mentir , me sigue pasando . Pero con la experiencia vas aprendiendo"
0,"No te auyoexijas , y no te compares con los demás . Se empieza ahí , creo yo"
0,"Perri , la gente puede ser cruel pero tú también puedes elegir a quién escuchas y a quién no"
0,"Hay que aprender a pasar , criaturas . En serio"
0,"Pues pasa también de ella . Tú eres tú"
0,"La autoestima empieza por saber identificar quién es un mierda y te aporta cero como persona"
0,"Además tanto músico y escritor guay que hay que te hacen abrir los ojos a este respecto . Me da que aquí muchos se sienten constantemente juzgados por gente que ni les entiende ni les quiere entender . Al pairo con eso"
0,"El problema es que nos centramos tanto en nuestra propia mierda que no vemos lo mucho que podemos aprender de los demás y de nuestros propios fracasos"
0,"A mí la gente exitosa no me motiva para nada . Me motivan los que sufren y aún así ahí están"
0,"Aprende también a reírte de ti misma , es lo puto mejor"
0,"Holaaa hermosa corazón_rojo"
0,"Jo , qué bonito es el ruso"
0,"Dostoyevski corazón_rojo corazón_rojo corazón_rojo"
0,"Qué tal vas , qué has hecho hoy , cuenta"
0,"Bueno , hay un momento para todo . Yo hay libros que con 17 años me dejaban MEH y ahora los amo"
0,"A mí me gustó un montón El maestro y Margarita de Bulgakov"
0,"Pero eso es lo bueno . La literatura que te hace pensar y estar viva y ser lectora activa"
0,"Si lo lees me comentas"
0,"Hizo unas versiones musicales maravillosas Michael Nyman de esos poemas"
0,"Por favor qué hermosura"
0,"Tía qué rabia que vivas tan lejos"
0,"Con las charletas que nos íbamos a pegar aquí de cosas de gafapastas , jaja"
0,"Hazme visita o algo"
0,"Aquí en Málaga hay buenos museos"
0,"La gente es un poco mehh"
0,"No sé , no me acabo de llevar con los andaluces grasiosos"
0,"Ya , es una mierda"
0,"Yo soy de Jaén y tengo más en común con la Andalucía siesa . Granada , qué fantasy"
0,"La mala follá granaína debería ser patrimonio de la humanidad"
0,"Los rusos también sois así"
0,"Al menos los que conozco"
0,"Te dicen lo que piensan siempre"
0,"Conozco un montón de vascos y son muy cálidos . La cosa es que son cálidos de VERDAD , no rollo lamioso"
0,"Qué va , uno de mis mejores colegas es italiano y es súper directo"
0,"Yo si todos los rusos son como tú me voy allí"
0,"Cada uno tenemos nuestras cosicas como seres humanos individuales"
0,"Personalmente aquí que hay gente de muchos países no identifico a nadie con nada"
0,"Y las pinturas negras"
0,"Otra persona que admiro mucho es Elliot Smith . Que vale , se suicidó , pero dejó un legado musical maravilloso"
0,"Pues me da que pensar . Casi que prefiero un psicólogo así que el típico de Todo saldrá bien"
0,"Sí . Además , sin querer romsntizar nada , es necesario sentir la tristeza para comprender un poco el mundo"
0,"Pues claro que no . Y además que dentro de unos límites es correcto preguntarse cosas y dolerse"
0,"Juaaas , a ese lo quiero pero de colega"
0,"Es que es eso . Lo malo son estas ideas inculcadas culturalmente de que hay que ser así o asao . Así de exitoso , así de delgada , así de ... Meh"
0,"Liana ¿ Tú escribes o algo ? Me da que eres artística y estoy buscando gente para un fanzine"
0,"El horror . Cuando pienso en toda esa gente que pasa el 60 por ciento de su vida en tuiter diciendo tontadas para que otros tontos hagan caso me muero en la bañera"
0,"Pues guapi , si quieres participar"
0,"Somos gente muy diversa"
0,"Yo lo dejé por eso"
0,"Si te interesa ya sabes"
0,"Al final es un poco punk pasado de moda eso de los fanzines , pero por eso mola"
0,"De todo lo que te dé la gana"
0,"Las redes sociales no han hecho más que poner montañas en la comunicación humana real"
0,"Pero por ejemplo hay un filósofo genial actual que ha argumentado perfectamente bien por qué son malas"
0,"Estoy esperando tu versión de Kyoto corazón_rojo"
0,"La letra es buenísima"
0,"Phoebe corazón_rojo"
0,"En silencio suena todo mejor"
